timestamp,campaign_id,event_type,details,hash
1785546829941,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,2a9a7b4fbcc04266
1785546829945,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,ab2ba6e93b801f99
1785558978357,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,06ff95bada98da1a
1785558978361,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,e2d3928d4bbd90b6
1785568448997,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,0676117105a91a33
1785568449001,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,3637a5c5291998e7
1785576140794,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,7adba3495aac0d1e
1785576140799,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6a8d21332021a21d
1785581849939,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,7c551754b962f5c0
1785581849944,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d6fc61e6de7cd9f3
1785585561518,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,8521f4bcdd6760e0
1785585561524,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,88d0be5679f244ad
1785591487565,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,fd9a44c12e28c315
1785591487569,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,489510cd4dc3ab8e
1785595613698,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,ca30e7d5a2ed44bb
1785595613704,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,f2b80d0b1e9839fa
1785599800879,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,bb5561c71f6e343c
1785599800884,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,755f5d86c5951651
1785603405072,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,5fdcff89d85fcb5f
1785603405079,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,8e5e193c0c9087d7
1785607116787,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4e1d4e9383ed4d4a
1785607116791,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,7dc0094d496157d5
1785611524186,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c84f1580d67e2211
1785611524190,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,c23a789db8ca936c
1785615304410,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4ed23349fbd792bf
1785615304414,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b660daae7122a0d9
1785618661124,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,ba50a3499219520d
1785618661129,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,20e8f82482642850
1785622211537,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,38b5d3c5e02bd2a8
1785622211541,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,84e46b64ad19be10
1785625811750,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e52dd0d1c244c4cb
1785625811815,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,4758cd909f6e2313
1785629503367,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e69037fc23cc0788
1785629503397,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,58aab99ad8400d9f
1785642713455,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,82269c3d5c345d1f
1785642713459,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,a31a705d60520fec
1785652111988,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,31cd35f852d4f8cc
1785652111992,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,374f8abfe6bb842a
1785660905505,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,0dcd2f0031cddaeb
1785660905509,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b60236d7a4bf9882
1785666555185,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,7007e0b8893e1422
1785666555189,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,c72e49c4c38bebf1
1785670989520,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c8bfa45781a1db57
1785670989525,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,04191a55708388f7
1785674539576,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,d5f9d181dfa05597
1785674539581,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,a580b7ed0f495ef7
1785680055781,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,9ed6e0e6a44c854e
1785680055785,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,e22c53b90060fe32
1785684524006,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,e9e48c4c614828e6
1785684524011,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,c1443d9582933166
1785688170868,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,2cde71c44e426162
1785688170872,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,2ff0c3fb193d1631
1785692035180,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,17637ca98c22b818
1785692035184,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,0197959153e17b9a
1785696004715,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,05bcc72a04b8969a
1785696004719,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,7afc3377117fdad0
1785700304933,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,58a92f97ca32f8c5
1785700304937,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,3f81cdb7a1cdc177
1785703588994,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,d4d7023e2d7d6806
1785703588998,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,1b9ccee3ddaeac29
1785707372095,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c617c21597f710fc
1785707372099,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,72bf1bed0e57a272
1785711008722,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,59ddbeef2fd94c3d
1785711008726,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,dd5fffa9d3e19d2a
1785714796895,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,4e1101e977e33889
1785714796900,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,8dd3ae7df887a474
1785723079629,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,a2eab70ea30e67a0
1785723079632,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,2c85f88fe1f52550
1785736348275,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,2124633a2aaaf03e
1785736348279,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,766cac3010daca7f
1785749533787,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,35b7781e086cb1b8
1785749533791,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,57211a721ff2f677
1785761091417,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,3a2e17ce8c98a4b2
1785761091421,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6180adafbcafe7bc
1785771112305,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,916ac1d61ddd93e6
1785771112309,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6b67b671a7702c64
1785778082854,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,8e02d52ec57752ed
1785778082859,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,fd1339b8dcc9bced
1785783982102,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,350a6eb8adebb4f4
1785783982107,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,e097380f3d2776e1
1785789511633,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,84b42cae5e90d911
1785789511638,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,00e7803eec009013
1785793653418,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,d0044394831d2ecb
1785793653422,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,549138f1b1afce36
1785797720784,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,8acbeff14d64979c
1785797720788,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,20ea5c3174b60a92
1785801790903,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,9b81261f2ed605dd
1785801790979,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d47242e2dbe3c463
1785814484894,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,2682318bf1bc4e4f
1785814484899,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d32ce754adebe954
1785824098427,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,eecba9f292323291
1785824098430,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6f6c24ba96ef4a13
1785834643937,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,c6e058eaf9072f10
1785834643941,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,d0f81b02cb8f421d
1785843182953,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,832cc1f3f7c01519
1785843182957,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,9a6a4748eb6310be
1785849801165,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,23c07f083424ad96
1785849801169,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,b7f34579660004f2
1785858273216,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,d813fc6f27832ffb
1785858273221,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,6d873df560ce650a
1785864233102,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,bb78d469ce0f079c
1785864233107,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,bb44b3ab3fd2e7e1
1785870345068,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,a0bd2738fcf29970
1785870345072,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,745ece2fec938203
1785876107684,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,98135e79521f88d0
1785876107688,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,32917507aa5482f6
1785880540731,CARRY-PAPER-V1-20260720,CAMPAIGN_STARTED,Live Paper Campaign CARRY-PAPER-V1-20260720 initialized,edc14d2c14988646
1785880540735,CARRY-PAPER-V1-20260720,HASH_VERIFIED,Frozen Strategy SHA256[3965622973c9fdc2] verified,444e70045a3016b5
